ID ,name ,category ,main_category ,currency ,deadline ,goal ,launched ,pledged ,state ,backers ,country ,usd pledged 
1000922108,Tugboat Collective's Inaugural Season,Theater,Theater,USD,10/11/2012 4:00,9000,9/12/2012 5:32,10046,successful,115,US,10046
1000932522,Geocaching Trading Cards - History Series II,Games,Games,USD,3/3/2013 20:14,1500,2/1/2013 20:14,1620,successful,52,US,1620
1000937140,The FUN n' EASY CookBook For Children's Well.....Fun Cooking,Publishing,Publishing,USD,12/9/2012 17:59,3500,11/7/2012 19:53,0,failed,0,US,0
1000940032,Space Trucker,Video Games,Games,USD,12/8/2016 8:20,150,11/8/2016 8:20,60,live,4,US,25
1000942804,High,Documentary,Film & Video,USD,7/2/2016 4:55,5250,6/2/2016 4:55,0,failed,0,US,0
1000953875,Club Wick3d,Video Games,Games,USD,3/23/2015 21:28,300000,1/22/2015 22:28,1,failed,1,US,1
1000968500,Modern Handmade Ceramics: Paper & Clay,Ceramics,Art,USD,5/24/2013 4:48,3000,5/10/2013 4:48,4386,successful,94,US,4386
1000983983,Join me in completing my first Solo Project CD!,Pop,Music,USD,9/30/2011 22:05,2000,8/9/2011 23:19,170,failed,7,US,170
1000988678,Ashley's Beauty Tool Organizer Kit,Crafts,Crafts,USD,8/30/2014 0:59,7000,8/6/2014 21:31,0,failed,0,US,0
1000992739,Quick Query - Relaunch!,Playing Cards,Games,USD,8/18/2014 19:02,750,7/19/2014 19:02,1207,successful,56,US,1207
1000997384,"Quick, The Clockwork Knight Volume #2",Comics,Comics,USD,6/3/2014 7:59,2000,4/16/2014 5:25,2585,successful,105,US,2585
1001000566,WrittenWitheArt,Publishing,Publishing,USD,3/5/2014 19:00,1500,2/4/2014 1:30,1500,successful,26,US,1500
100101389,"Uptown Juice Company: Local, cold-pressed goodness",Food,Food,USD,4/1/2014 8:59,25000,2/25/2014 0:15,30066,successful,161,US,30066
100101652,Objecthood: A Story of an Imagined Economy (Canceled),Art Books,Publishing,USD,8/12/2011 18:25,15000,7/22/2011 0:28,25,canceled,1,US,25
1001019464,Strain Wars: Playing cards,Playing Cards,Games,USD,7/31/2016 11:18,5000,7/16/2016 11:18,176,failed,6,US,100
1001020080,Wood Floor Fundraiser,Dance,Dance,USD,8/16/2015 17:13,1200,8/11/2015 17:13,1205,successful,21,US,1205
100102338,Water Purification System Using Solar Evacuated Tube,Product Design,Design,USD,4/28/2016 23:36,150,4/8/2016 23:36,218,successful,15,US,218
1001028167,Steel Cathedrals- Short poems for the digital age.,Poetry,Publishing,GBP,7/28/2013 23:17,4000,6/28/2013 23:17,20,failed,1,GB,30.6621492
1001033266,The Chameleon Chronicles: Colors of Fate,Fiction,Publishing,USD,12/23/2014 5:00,500,12/3/2014 4:26,1,failed,1,US,1
1001035783,Once Were Ghosts - Ephemeral 7-Song EP,Indie Rock,Music,USD,6/14/2011 9:00,1000,4/15/2011 9:00,0,failed,0,US,0
1001042227,Via Chic–OneClutch™,Product Design,Design,USD,8/14/2015 3:47,75000,6/30/2015 3:47,1736,failed,21,US,1736
1001043181,Afraid So Galileo Album,Rock,Music,USD,6/26/2016 11:39,5500,5/27/2016 11:39,0,failed,0,US,0
1001048123,Paterson Falls Film Festival,Film & Video,Film & Video,USD,5/3/2013 3:09,1500,4/3/2013 3:09,1612,successful,27,US,1612
1001057158,Thailand country side,Photography,Photography,USD,10/25/2014 21:23,17000,8/26/2014 21:23,35,failed,2,US,35
1001064677,Equinox: my first comic (genre: fantasy),Comics,Comics,USD,6/4/2011 21:36,5150,4/25/2011 21:36,5965.5,successful,97,US,5965.5
1001077166,Student Operated Fabrication Lab,Fabrication Tools,Technology,USD,7/11/2012 13:55,5000,6/11/2012 13:55,5000,successful,57,US,5000
1001086968,Nurse Mare Foals: Born to Die,Documentary,Film & Video,USD,1/6/2015 19:45,20000,12/7/2014 19:45,22421,successful,383,US,22421
1001087429,The Bird Nerd,Comedy,Film & Video,GBP,7/3/2014 16:00,400,6/3/2014 16:00,1065,successful,36,GB,1783.510312
1001087682,Funky Grits - fast casual diner pairing music with the menu!,Restaurants,Food,USD,10/1/2015 6:59,100000,9/3/2015 17:32,1600,failed,13,US,1600
1001093391,The Great Kentucky Goblin Spree,Film & Video,Film & Video,USD,3/21/2014 20:04,5500,2/19/2014 21:04,6614,successful,88,US,6614
1001115961,Made From Scratch,Restaurants,Food,USD,8/31/2015 18:33,25000,8/1/2015 18:33,0,failed,0,US,0
1001116225,Pierced Hearts Tattoo Boutique Start Up,Art,Art,USD,5/13/2015 13:40,5000,3/14/2015 12:40,0,failed,0,US,0
1001126692,Pole Diversity: A Showcase of Acrobatic Dance (Part Two),Performances,Dance,USD,9/19/2015 2:00,450,8/19/2015 21:02,160,failed,4,US,160
1001132597,A New Omni-Wheel. A mechanical innovation created for robots,Hardware,Technology,USD,6/24/2016 16:19,3500,5/25/2016 16:19,107,failed,7,US,107
1001135664,BrewStick ~ carboy ruler,Food,Food,USD,3/24/2014 21:45,22500,2/22/2014 22:45,50,failed,2,US,50
1001136944,Open Fiesta Arts Store dreaming big in San Antonio,Sculpture,Art,USD,3/5/2016 0:50,5000,1/20/2016 0:50,52,failed,4,US,52
1001137002,Opening Portals DVD,Documentary,Film & Video,GBP,3/28/2014 9:27,2000,2/26/2014 10:27,0,failed,0,GB,0
1001143049,Nutty Nations: Re-Imagining Learning Through Games,Mobile Games,Games,USD,12/1/2014 12:24,25000,10/24/2014 12:24,18431,canceled,71,US,18431
1001149306,Night Terrors: Garden of Limbo,Fiction,Publishing,USD,1/5/2014 20:23,350,12/6/2013 20:23,1067,successful,14,US,1067
100114978,Inclusive Toolkit: tools for iOS & OS X app accessibility,Software,Technology,GBP,6/13/2015 3:00,5500,5/13/2015 13:20,7157,successful,184,GB,11147.99241
1001156528,Greek4Fun,Video Games,Games,USD,5/9/2012 15:07,12000,4/9/2012 15:07,686,failed,14,US,686
1001157858,Hood's Up Brewery,Drinks,Food,USD,6/21/2015 5:00,28000,5/15/2015 20:39,12024,failed,62,US,12024
1001159174,Fooju Dance Collaborative,Performances,Dance,USD,12/21/2014 8:02,1500,11/21/2014 8:02,1900,successful,47,US,1900
1001165113,CHRIS CRITELLI RECORDS HIS DEBUT EP!,Pop,Music,USD,9/5/2013 4:02,10000,8/6/2013 4:02,11713,successful,195,US,11713
10011702,Piero Marsili,Documentary,Film & Video,GBP,8/9/2016 17:51,10000,6/30/2016 17:51,0,failed,0,GB,0
1001181420,Sleeping in a Truck,Rock,Music,USD,7/15/2009 4:58,10000,6/20/2009 22:15,10328,successful,65,US,10328
1001188527,Design Your Own Leatherjacket,Fashion,Fashion,EUR,6/14/2016 22:04,2000,5/29/2016 22:04,2028,successful,7,DE,2254.152339
1001190550,Sanfilippo Wing it!,Accessories,Fashion,EUR,6/26/2016 23:59,10000,5/15/2016 22:43,855,failed,25,DE,966.7593072
1001217929,LEGO Imagination Lab,Animation,Film & Video,USD,3/16/2014 22:56,2500,2/14/2014 23:56,1186.69,failed,15,US,1186.69
1001218320,Arkham Source Book,Games,Games,USD,8/12/2012 5:33,800,6/13/2012 5:33,45,failed,3,US,45
1001223817,Finishing & Festival Funds - The Final Stage - short film,Shorts,Film & Video,USD,9/18/2016 2:01,2000,8/29/2016 22:44,310,failed,9,US,75
1001227372,Lonely House Films: Adam Hope,Film & Video,Film & Video,USD,6/9/2012 7:43,3397.98,5/10/2012 7:43,50,failed,1,US,50
1001230250,Open A.I.R.,Art,Art,USD,7/12/2010 22:00,3000,5/12/2010 21:45,3125,successful,55,US,3125
1001242672,At Home in Maine: A Film Series About Homebirth and Midwives,Documentary,Film & Video,USD,9/15/2011 17:35,10000,8/1/2011 17:35,1765,failed,34,US,1765
1001243185,The FUSIONproject,Documentary,Film & Video,USD,4/24/2011 1:08,5000,3/24/2011 0:08,100,failed,1,US,100
1001243867,Lego Batman: Zombie Genesis Series,Animation,Film & Video,GBP,6/4/2013 10:17,125,5/14/2013 10:17,242,successful,19,GB,371.5388926
1001244864,Digitizing My Family,Family,Film & Video,USD,12/6/2014 6:59,3500,11/5/2014 15:50,3585,successful,43,US,3585
100124630,"""Progress"" The Steampunk Series - Season 2",Film & Video,Film & Video,USD,9/5/2015 3:19,40000,8/6/2015 3:19,733,failed,18,US,733
1001251896,Winter Writing Residency,Art,Art,USD,2/15/2012 17:59,1000,1/28/2012 19:07,1145,successful,21,US,1145
1001259618,DOME Shades: Sunglasses for Big Heads,Accessories,Fashion,USD,3/31/2015 21:13,10000,2/25/2015 21:13,3238,failed,36,US,3238
1001263250,A Portrait a Day 365 Challenge,Painting,Art,USD,12/25/2014 17:43,30000,11/25/2014 17:43,1152,failed,9,US,1152
1001265769,XPUMP | TURN ANY SOUND SOURCE INTO A HOME THEATER EXPERIENCE,Sound,Technology,USD,10/21/2016 10:00,25000,9/6/2016 10:00,227673,successful,2278,US,16679
1001270191,Complete Paine's Skatepark,Public Art,Art,USD,4/3/2013 23:01,10000,3/14/2013 22:01,11511.1,successful,177,US,11511.1
1001279854,Westward #8,Comic Books,Comics,USD,7/31/2014 18:00,2500,6/25/2014 17:27,2611,successful,75,US,2611
1001292387,TIBA Putt: A personal approach to improve your putting,Product Design,Design,USD,5/14/2014 4:54,9225,4/14/2014 4:54,1076,failed,32,US,1076
1001295591,Ghost Herds: Rescuing horses and horse people in Kentucky,Nonfiction,Publishing,USD,2/25/2013 3:06,2200,1/26/2013 3:06,2510,successful,31,US,2510
100130008,Gideon's Epic Forge,Sculpture,Art,USD,8/30/2014 23:40,550,7/31/2014 23:40,708,successful,23,US,708
1001302832,"The Farmer, the Bean and the Holy Roast",Food,Food,USD,2/21/2013 22:58,3500,1/22/2013 22:58,1278,failed,29,US,1278
1001303993,A Jessica Rabbit Production,Music,Music,USD,7/16/2012 6:59,1300,6/28/2012 5:56,625,failed,10,US,625
1001304256,FINAL HOURS!!! Kira Kira Rainbow Unicorn Stickers!,Stationery,Crafts,AUD,1/17/2016 9:03,250,1/2/2016 9:03,1009,successful,39,AU,734.3896721
1001328623,Belleflower - A Feature Film,Narrative Film,Film & Video,USD,5/28/2014 23:32,2500,5/7/2014 23:32,3863.37,successful,42,US,3863.37
1001333672,Mutant Plants: A Guide (Canceled),Nonfiction,Publishing,GBP,8/3/2013 11:17,1000,7/4/2013 11:17,55,canceled,6,GB,83.3424251
1001338336,MAB MINDZ AT SOUND SET 2014,Apparel,Fashion,USD,5/9/2014 6:30,1500,4/22/2014 2:33,247,failed,9,US,247
1001338443,Lei,Film & Video,Film & Video,GBP,4/17/2016 0:00,370,3/24/2016 18:44,495,successful,17,GB,703.1999156
1001339505,"""The Get Back"" an adaptation of Wrong Becomes Me",Narrative Film,Film & Video,USD,8/3/2010 5:59,9000,6/24/2010 13:34,171,failed,8,US,171
1001340544,The Bicycle Bus,Public Art,Art,USD,3/25/2013 12:00,4500,2/20/2013 20:45,5263,successful,107,US,5263
100134337,Danger!  Extreme Lawn Darts (Canceled),Video Games,Games,USD,5/30/2012 21:11,10000,5/15/2012 21:11,60,canceled,3,US,60
1001344493,My 1st Cookbook (for children),Children's Books,Publishing,USD,7/29/2013 5:00,3800,6/29/2013 2:37,272,failed,9,US,272
1001348491,Glory of the Three Kingdoms - Guandu Core Set,Tabletop Games,Games,USD,12/7/2012 14:43,7000,10/23/2012 14:43,7782,successful,130,US,7782
1001352451,The Great Apple Pie,Farmer's Markets,Food,CAD,8/15/2014 5:03,15,7/16/2014 5:03,6,failed,2,CA,5.58970452
1001353002,The Project Unknown (Canceled),Video Games,Games,NOK,11/7/2015 18:59,50000,9/8/2015 18:59,5,canceled,1,NO,0.6021172
1001353112,It belongs to the world: Ackermann's Repository of Arts!,Fashion,Fashion,USD,7/5/2013 2:50,5000,6/5/2013 2:50,0,failed,0,US,0
1001368898,Riposte (Canceled),Video Games,Games,EUR,11/18/2015 20:10,15000,10/19/2015 20:10,1030,canceled,28,NL,1168.938915
1001373564,"Chill Puck - Keep your beverage colder, longer.",Product Design,Design,USD,5/8/2013 21:01,7500,4/10/2013 2:00,41759,successful,1127,US,41759
1001377540,Heroes And Other Strangers at FringeNYC,Theater,Theater,USD,7/2/2011 4:53,1971,5/30/2011 5:52,2308.5,successful,53,US,2308.5
1001404128,Project World,Photography,Photography,GBP,4/30/2014 1:00,20000,3/26/2014 0:45,25,failed,2,GB,41.2023165
1001423755,Single Track - contemporary art gallery and espresso bar,Art,Art,GBP,11/22/2013 21:08,9900,10/23/2013 21:08,10015,successful,85,GB,16151.58459
1001432466,The Great Fly Cup Bake Off,Events,Food,GBP,9/8/2015 20:29,250,8/9/2015 20:29,340,successful,17,GB,526.8336516
1001435839,"Un Amour Oublie ""a love forgotten""",Animation,Film & Video,USD,6/10/2015 19:37,5000,5/11/2015 19:37,0,failed,0,US,0
1001442355,In the Loop: A Resource Strategy Game for Tomorrow's Leaders,Tabletop Games,Games,USD,8/7/2015 14:01,10000,7/8/2015 14:01,14414,successful,102,US,14414
100144828,Sasha's Fashion Show - Spectacle,Fashion,Fashion,USD,3/21/2014 22:31,1750,3/3/2014 21:40,2190,successful,51,US,2190
1001468086,Bass River Press,Poetry,Publishing,USD,4/5/2015 19:58,2000,3/6/2015 19:58,325,failed,6,US,325
100147142,Betul Soykan Records Joaquin Turina Violin Works CD Project,Classical Music,Music,USD,9/24/2014 2:33,2250,8/25/2014 2:33,40,failed,4,US,40
1001473842,Food truck for the world.,Food Trucks,Food,USD,9/15/2015 17:28,2000,8/31/2015 17:28,0,failed,0,US,0
1001476723,Publishing The Occupy Portraits,Photography,Photography,USD,7/9/2014 7:23,60000,5/10/2014 7:23,10820,failed,71,US,10820
1001484182,Daweyu Hills – Crop to Cup,Drinks,Food,USD,10/15/2015 21:01,25000,9/15/2015 21:01,25816,successful,172,US,25816
1001490622,TimeChat™ (Canceled),Apps,Technology,AUD,10/24/2014 21:05,33000,9/23/2014 21:05,1110,canceled,5,AU,991.4759871
100149523,Duncan Woods - Chameleon EP,Music,Music,AUD,8/25/2015 23:00,4500,8/4/2015 12:05,4767,undefined,0,"N,""0",
1001498884,Peripheral vision - short film,Shorts,Film & Video,AUD,6/2/2015 10:16,250,5/8/2015 10:16,842,successful,17,AU,671.754016
1001503577,i do it 4 oakland,Public Art,Art,USD,12/11/2013 23:17,4800,11/11/2013 23:17,5080.2,successful,102,US,5080.2
1001508135,Florida: A Broken Kingdom,Fiction,Publishing,USD,8/15/2014 22:27,7000,7/16/2014 22:27,0,failed,0,US,0
1001513743,Help start Jacksonville's FIRST Paint Your Own Pottery Store,Ceramics,Art,USD,11/4/2014 0:57,8000,9/25/2014 0:57,100,failed,1,US,100
1001516983,Baby Boom Baby Bag,Fashion,Fashion,GBP,9/28/2013 13:33,1500,8/28/2013 18:58,279,failed,12,GB,434.3548195
1001524172,Scar Tissue,Photography,Photography,USD,7/24/2011 14:43,6000,6/9/2011 14:43,6022,successful,20,US,6022
1001527526,STAGNANT POOL enters post-production,Shorts,Film & Video,CAD,12/25/2013 20:31,7500,11/25/2013 20:31,8422,successful,96,CA,8008.108895
1001529115,I Am Pro-movement:,Apparel,Fashion,USD,2/15/2016 23:37,20000,12/17/2015 23:37,1591,failed,6,US,1591
1001529854,Billion Dollar Project,Graphic Design,Design,AUD,1/16/2016 10:38,200,12/17/2015 10:38,0,failed,0,AU,0
1001542282,You in a novel,Publishing,Publishing,EUR,11/9/2015 23:03,1000000,9/10/2015 23:03,10,failed,1,IT,11.1809798
1001543887,Peak View Brewing Company,Drinks,Food,USD,10/10/2016 14:25,15000,9/10/2016 14:25,15018,successful,145,US,1015
1001548662,Audience of Death (Canceled),Fiction,Publishing,USD,4/17/2015 0:58,4500,3/3/2015 0:58,0,canceled,0,US,0
1001556760,Finding Black Love: The Documentary,Documentary,Film & Video,USD,4/1/2012 23:40,15000,2/1/2012 23:40,785,failed,13,US,785
1001560762,""" The Patch, Organics """,Comics,Comics,USD,12/23/2014 3:21,65000,11/23/2014 3:21,50,failed,2,US,50
1001565620,Virtual Addiction Recovery Website & Phone App/ Saving life,Apps,Technology,USD,6/28/2015 16:49,8500,4/29/2015 16:49,0,failed,0,US,0
1001566226,Fatnek Clothing Sublimation Series of T-shirts.,Fashion,Fashion,GBP,8/1/2013 21:53,600,7/2/2013 21:53,138,failed,7,GB,209.9347839
1001567779,Titanium Whiskey Glass - The EPIC Drinking Glass,Product Design,Design,USD,7/27/2014 17:24,999,6/27/2014 17:24,13757,successful,75,US,13757
1001570537,WHAT CHILDREN DO - A Feature Length Comedy,Comedy,Film & Video,USD,3/25/2016 19:40,15000,2/23/2016 20:40,15040.33,successful,192,US,15040.33
1001573862,College Spring Break Review,Web,Technology,USD,3/28/2015 18:35,9000,2/26/2015 19:35,0,failed,0,US,0
1001575705,Tall Tales: An evening of dance with ChoreoJoey,Performances,Dance,USD,8/7/2016 3:30,3000,7/21/2016 5:18,5,failed,1,US,0
1001576108,Light Comes In,Music,Music,USD,6/25/2016 7:33,7000,5/28/2016 7:33,7453,successful,138,US,7336
1001578248,WOOD FIRED OVEN FOR OUR GROWING COMMUNITY,Spaces,Food,EUR,11/21/2015 23:10,20000,10/22/2015 23:10,185,failed,9,IT,210.135099
100158537,The Traps - 2nd Record Vinyl Release,Indie Rock,Music,GBP,8/1/2015 21:01,2000,6/9/2015 13:59,2712,successful,80,GB,4140.002922
1001591110,Rocky Horror Saved My Life - A Fan Documentary,Documentary,Film & Video,USD,11/1/2013 1:00,50000,9/2/2013 2:06,66554.56,successful,665,US,66554.56
1001600663,CLEX - 4 in 1 Smart Device (Canceled),Gadgets,Technology,USD,7/18/2016 22:56,50000,6/13/2016 22:56,5650,canceled,22,US,5650
100161658,Songs of the Damned Jake Brock's Latest Album.,Rock,Music,USD,10/13/2012 15:28,15000,8/24/2012 15:28,130,failed,4,US,130
100162622,Circa Vitae requests crowd fundage to record our full length album... TO VINYL!!!,Indie Rock,Music,USD,11/1/2009 7:59,2000,8/6/2009 23:19,80,failed,4,US,80
1001639879,Stiletto Red's New EP,Rock,Music,USD,7/12/2014 1:24,3500,6/12/2014 1:24,1005,failed,19,US,1005
1001639910,Bucks County: the Movie,Film & Video,Film & Video,USD,4/12/2011 17:34,10000,2/25/2011 17:34,0,failed,0,US,0
1001650469,LazerShirts! Not Just Another Shirt,Design,Design,USD,10/1/2011 20:44,7000,9/1/2011 20:44,8952.22,successful,207,US,8952.22
1001656127,"Country Christian album titled ""I Believe""",Country & Folk,Music,USD,11/13/2013 16:00,5000,10/28/2013 16:41,140,failed,4,US,140
1001685760,Wholesters- A new way to Whold your things!,Fashion,Fashion,USD,5/29/2011 1:03,1,4/29/2011 1:03,566,successful,3,US,566
1001687258,Stamped,Apps,Technology,USD,1/22/2016 15:36,500,11/23/2015 15:36,0,failed,0,US,0
1001696224,Ripple Analysis: Bringing Animation to Life,Product Design,Design,USD,5/15/2014 18:00,40000,4/22/2014 17:47,326,failed,4,US,326
1001704257,Croc2Pop - Where kids manage dad's digital addiction,Apps,Technology,USD,8/20/2014 21:25,1000,7/21/2014 21:25,0,failed,0,US,0
1001708060,Carolina's Hottest,Webseries,Film & Video,USD,3/8/2016 3:05,500000,1/8/2016 3:05,0,failed,0,US,0
100171056,TULIPS,Photobooks,Photography,USD,12/19/2014 5:00,18000,11/12/2014 21:35,18625,successful,167,US,18625
1001711592,Ignis Fatuus Comic Project,Comics,Comics,USD,4/11/2014 18:05,1000,3/12/2014 17:05,1,failed,1,US,1
1001714289,HoodRatz,Shorts,Film & Video,USD,6/26/2012 6:00,800,5/30/2012 23:40,1072,successful,18,US,1072
1001723373,Kingdom: The Space Exploration RPG,Tabletop Games,Games,USD,1/27/2013 23:48,6000,11/28/2012 23:48,4636,failed,76,US,4636
1001726950,Leonard Hodgins - Components,Indie Rock,Music,CAD,5/22/2015 22:00,3500,4/7/2015 22:00,51,failed,2,CA,40.87003473
1001732009,DotPen : Redefines drawing and writing for smart devices,Product Design,Design,USD,8/9/2014 21:17,25000,6/30/2014 21:17,39693,suspended,647,US,39693
1001751835,C R O S S T O W N  - help us finish our feature film,Narrative Film,Film & Video,USD,12/21/2012 20:33,12500,11/6/2012 20:33,12857,successful,32,US,12857
1001762923,Spicing it Up at Whipped & Beaten Culinary Works,Food,Food,USD,3/21/2013 15:01,2500,2/19/2013 16:02,3712,successful,125,US,3712
1001768094,Grilling with Beer cookbook,Nonfiction,Publishing,USD,3/28/2011 18:00,28000,1/27/2011 4:47,3775,failed,40,US,3775
1001778275,The Womanhood Short Film Fundraiser,Shorts,Film & Video,USD,6/19/2011 16:53,500,5/15/2011 16:53,600,successful,25,US,600
1001780885,Sunrise Diaries,Art,Art,USD,12/14/2012 17:34,5500,11/14/2012 17:34,7498.77,successful,118,US,7498.77
1001786083,Me and my Tommy,Nonfiction,Publishing,USD,5/8/2015 18:08,25000,3/9/2015 17:08,0,failed,0,US,0
1001787855,"First Solo exhibition in a recognised gallery, next step up!",Painting,Art,NZD,5/10/2015 22:08,10900,4/1/2015 22:08,11066,successful,26,NZ,8298.244894
1001796633,Bromotion,Documentary,Film & Video,USD,8/10/2012 17:00,4000,7/7/2012 2:09,296,failed,12,US,296
100181036,FILM PROJECT:  A HISTORY OF COMING OUT,Documentary,Film & Video,USD,7/21/2013 22:31,20000,6/21/2013 22:31,756,failed,9,US,756
1001813414,Off grid electricity (Canceled),Product Design,Design,AUD,7/3/2016 5:57,15000,5/29/2016 5:57,217,canceled,7,AU,156.6900146
1001814122,Savage Thunderscape!,Tabletop Games,Games,USD,6/20/2015 5:00,7500,5/17/2015 17:49,9125,successful,182,US,9125
1001817414,THE MC TYPE: BAD TATTOOS VOL. 3,Hip-Hop,Music,USD,6/20/2013 19:19,1000,5/21/2013 19:19,1221,successful,54,US,1221
1001820357,No Man Is An Island,Shorts,Film & Video,USD,1/5/2014 0:10,25000,11/21/2013 0:10,25712,successful,148,US,25712
100182282,Completion of the history of Kent,Nonfiction,Publishing,GBP,11/24/2013 13:50,30000,10/25/2013 13:50,11,failed,1,GB,17.80883346
1001823329,Grandkids Record a Full-length Album!,Indie Rock,Music,USD,12/6/2011 6:59,7500,11/5/2011 22:21,8739.01,successful,145,US,8739.01
10018239,Borders,Drama,Film & Video,GBP,4/8/2016 1:00,3500,2/25/2016 17:40,40,failed,2,GB,55.9303668
1001838811,FIREWATER,Shorts,Film & Video,USD,4/11/2012 4:00,750,3/15/2012 21:16,865,successful,20,US,865
1001839289,Annulus: Ring of Light,Documentary,Film & Video,USD,3/12/2012 12:57,1000,2/11/2012 13:57,91,failed,6,US,91
1001842762,Gospel Jazz Independant Artist - CD Project,Music,Music,USD,6/18/2011 21:34,7000,5/19/2011 21:34,100,failed,1,US,100
1001846249,Ugly Cartoons (Poorly Drawn) for Miserable People!,Comics,Comics,USD,11/10/2016 17:20,5000,10/11/2016 17:20,20,failed,3,US,0
1001856035,The Daisy Dare Project (Canceled),Mixed Media,Art,USD,12/10/2011 0:49,2000,11/4/2011 23:49,0,canceled,0,US,0
1001857288,Occupy the Left Forum Zine,Journalism,Journalism,USD,4/12/2012 3:34,1287,3/13/2012 1:45,227,failed,9,US,227
1001863639,Last Man Standing - Card/board Game Survival,Tabletop Games,Games,GBP,10/24/2016 18:13,3500,8/25/2016 18:13,45,canceled,1,GB,59.3022105
1001878319,DANCING CLASSROOMS GRVA 2013,Dance,Dance,USD,2/10/2013 13:37,6000,1/11/2013 13:37,6000,successful,63,US,6000
100188605,Daily Bread: Stories from Rural Greece,Photobooks,Photography,USD,3/19/2015 18:45,10000,2/17/2015 19:45,10290,successful,61,US,10290
1001899204,Black Knight Brick Built BBQ Grill,Food,Food,GBP,10/9/2014 19:19,15000,8/25/2014 19:19,0,failed,0,GB,0
1001904214,MKP - The Smart & Versatile Touch Screen Keyboard For All,Gadgets,Technology,GBP,6/21/2015 22:40,1700000,4/22/2015 22:40,970,canceled,4,GB,1444.017524
1001904397,Boating with Clyde: Adventures on the Puget Sound,Shorts,Film & Video,USD,3/6/2011 3:50,7500,1/20/2011 3:50,8294.63,successful,116,US,8294.63
1001916592,Beyond the Victory recording their debut EP,Rock,Music,USD,11/14/2012 3:26,800,9/25/2012 3:26,815,successful,14,US,815
1001924624,THE LEAGUE OF HONOR,Comics,Comics,USD,10/23/2012 7:09,60000,8/24/2012 7:09,320,failed,6,US,320
100194308,making more bringpacks,Product Design,Design,USD,9/15/2014 6:00,15000,8/16/2014 6:00,935,failed,23,US,935
1001951313,Projecteo: The tiny Instagram projector.,Product Design,Design,USD,12/19/2012 12:19,18000,11/14/2012 12:19,87207.5,successful,2789,US,87207.5
100196479,Digital Aristocracy: A Commoner's Guide to Digital Riches,Nonfiction,Publishing,USD,5/29/2012 19:17,2000,5/9/2012 19:17,0,failed,0,US,0
1001973436,"Lazy Glamour: Eco-Underwear - soft, sustainable, and US-made",Fashion,Fashion,USD,4/17/2014 22:28,20000,3/18/2014 21:28,1034,failed,21,US,1034
1001988165,StoryBox - What will you make today?,Mixed Media,Art,USD,2/6/2014 14:46,3000,1/7/2014 14:46,1189,failed,29,US,1189
1001989065,Cyberines #1,Comic Books,Comics,USD,11/16/2014 4:00,550,10/26/2014 20:29,3318,successful,149,US,3318
1001991458,Poems For Apostates & tales of a young Scientologist,Poetry,Publishing,USD,5/31/2014 17:47,10000,5/1/2014 17:47,101,failed,2,US,101
1001994928,Screening of Mr Turner,Movie Theaters,Film & Video,GBP,3/15/2015 11:00,175,1/31/2015 11:38,41,failed,5,GB,61.79379862
1002004487,Senior Project Short Film: Home,Shorts,Film & Video,USD,9/19/2012 3:42,3000,8/15/2012 3:42,165,failed,5,US,165
1002005884,Treasure Trapped,Documentary,Film & Video,GBP,1/5/2013 14:04,5500,12/6/2012 14:04,5539.69,successful,116,GB,8927.74086
1002007289,Suburban Daze,Narrative Film,Film & Video,USD,11/25/2013 1:12,25000,10/26/2013 1:12,1185,failed,16,US,1185
1002027893,Flyover Farm,Food,Food,USD,5/7/2012 8:36,5500,4/16/2012 8:36,6510,successful,133,US,6510
1002042898,Baby Names NOT to Name Your Newborn,Nonfiction,Publishing,USD,9/14/2015 21:42,3000,8/5/2015 21:42,80,failed,2,US,80
1002058532,LAZER EDGE Series eBike - Starting at $499!,Technology,Technology,USD,4/22/2016 23:50,10000,3/8/2016 23:50,17771,successful,27,US,17771
1002058739,American Dart Football - Where You can be the Quarterback!!,Games,Games,USD,7/1/2012 14:46,6055,5/17/2012 14:46,0,canceled,0,US,0
1002071867,InteliShake - Smart sports drinks bottle + built-in storage,Product Design,Design,USD,11/13/2014 10:24,20000,10/13/2014 10:24,20563,successful,244,US,20563
100207951,Face-To-Face: Short Film (Canceled),Shorts,Film & Video,USD,7/14/2012 8:59,600,6/27/2012 2:33,10,canceled,1,US,10
1002085616,Bailey the Golden Retriever Calendar,Animals,Photography,USD,12/11/2014 17:13,3000,11/25/2014 20:56,797,failed,27,US,797
1002087593,Paintings and Portraits! (Custom paintings),Painting,Art,USD,11/20/2014 5:00,350,11/7/2014 1:31,161,failed,2,US,161
1002089437,The Spun Monkey Dyeworks and Lounge,Art,Art,USD,2/17/2011 16:02,4000,1/18/2011 16:02,4600,successful,76,US,4600
1002098978,Lux3 – Wellness Lamp,Product Design,Design,EUR,5/5/2016 18:23,150000,3/21/2016 17:23,491,failed,16,IT,553.34418
1002100913,The Living Puppets: Novel,Fiction,Publishing,USD,5/16/2011 22:26,200,4/16/2011 22:26,0,failed,0,US,0
1002105969,A Romantic Christmas,Illustration,Art,GBP,12/9/2012 19:09,200,11/26/2012 20:58,58,failed,2,GB,92.98463024
1002117681,"Yemanja Caribbean Restaurant, Bar, and Hostel",Food,Food,USD,9/21/2012 18:29,15000,8/22/2012 18:29,16656,successful,160,US,16656
